timestamp,temp_2m_south,temp_2m_north,temp_2m_east,temp_2m_west,solar_system,solar_centerwest,solar_northwest,solar_farwest,solar_fareast,solar_southeast,solar_centereast,coast_load,east_load,farwest_load,north_load,northcentral_load,south_load,southcentral_load,west_load,system_load
2022-06-29 01:00:00,85.11,86.26,87.33,85.23,0.2,0.0,0.0,0.0,0.1,0.0,0.1,13275.19,1519.27,4295.79,945.65,12947.0,3504.9,6645.97,1116.23,44249.99
2022-06-29 02:00:00,83.93,83.6,85.38,83.43,0.19,0.0,0.0,0.0,0.1,0.0,0.09,12819.07,1445.39,4272.6,905.64,12280.4,3369.22,6346.96,1076.51,42515.8
2022-06-29 03:00:00,79.99,79.54,83.44,78.31,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12558.05,1385.83,4264.49,877.19,11810.4,3250.56,6192.21,1062.15,41400.88
2022-06-29 04:00:00,78.57,77.75,82.08,75.17,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12511.43,1395.49,4271.19,867.73,11707.94,3220.94,6185.78,1047.69,41208.18
2022-06-29 05:00:00,77.99,75.69,80.16,74.42,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12801.3,1415.3,4262.16,886.5,11985.19,3277.66,6304.09,1052.0,41984.2
2022-06-29 06:00:00,77.3,74.82,79.15,73.61,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13052.72,1467.48,4282.27,917.21,12377.1,3355.24,6502.27,1074.49,43028.8
2022-06-29 07:00:00,77.29,73.63,78.93,73.49,48.41,2.97,2.48,0.62,33.34,0.38,8.62,13263.3,1547.0,4312.58,942.43,12887.36,3425.38,6767.76,1101.47,44247.28
2022-06-29 08:00:00,76.91,72.55,77.89,72.97,1501.08,336.68,81.54,263.73,551.79,83.12,184.22,13861.36,1654.84,4362.86,1009.9,13753.85,3691.93,7202.81,1167.31,46704.84
2022-06-29 09:00:00,76.79,71.81,78.1,72.66,5512.53,1247.5,265.41,1721.23,1493.17,338.64,446.58,14883.3,1832.03,4452.17,1093.19,14998.45,4046.84,7736.73,1267.85,50310.57
2022-06-29 10:00:00,74.1,69.04,75.96,68.24,7607.54,1672.57,310.78,2819.89,1789.3,448.42,566.58,15989.36,2007.3,4541.68,1183.15,16285.63,4425.0,8386.47,1372.2,54190.79
2022-06-29 11:00:00,74.0,69.14,75.82,68.43,8450.5,1737.05,362.35,3369.42,1905.17,475.84,600.67,17063.67,2185.6,4608.16,1275.25,17569.01,4781.22,9172.59,1484.85,58140.35
2022-06-29 12:00:00,74.06,69.17,76.13,68.48,9062.91,1689.46,364.81,3823.35,2107.76,458.45,619.08,18022.12,2299.23,4695.95,1365.56,18857.65,5071.64,9933.95,1574.53,61820.64
2022-06-29 13:00:00,75.42,72.29,78.08,70.35,9174.12,1704.31,363.5,3943.75,2108.74,437.54,616.28,18823.54,2500.4,4770.97,1453.1,20044.8,5298.33,10624.07,1648.85,65164.06
2022-06-29 14:00:00,78.37,77.18,80.82,72.72,9006.95,1598.89,359.54,3831.7,2118.48,474.27,624.07,19312.81,2579.96,4824.56,1529.58,21015.77,5436.49,11182.1,1706.58,67587.86
2022-06-29 15:00:00,83.5,82.85,84.69,80.29,8841.03,1564.31,368.29,3872.71,1942.85,482.16,610.71,19500.61,2682.84,4891.85,1586.22,21724.42,5457.69,11647.73,1758.42,69249.78
2022-06-29 16:00:00,85.69,85.13,86.03,81.71,8355.61,1361.25,341.03,3838.37,1680.67,533.77,600.52,19379.4,2695.29,4965.11,1608.41,22218.24,5465.44,12001.02,1787.49,70120.4
2022-06-29 17:00:00,88.48,87.76,88.32,84.82,8398.95,1482.46,362.67,3767.0,1656.02,543.78,587.02,18979.19,2670.3,4947.99,1609.57,22329.45,5491.94,12170.3,1788.46,69987.19
2022-06-29 18:00:00,89.59,89.36,90.24,85.73,8195.3,1455.02,362.68,3716.35,1568.84,538.87,553.54,18242.27,2670.61,4891.8,1586.65,21960.59,5385.92,12112.04,1751.01,68600.9
2022-06-29 19:00:00,90.9,90.67,91.31,87.07,6750.65,932.35,329.04,3424.52,1177.89,419.23,467.62,17412.45,2580.52,4893.19,1526.57,21104.48,5213.22,11818.39,1689.36,66238.19
2022-06-29 20:00:00,91.86,91.82,91.01,88.54,3750.67,767.96,191.72,1866.65,489.26,213.61,221.47,16871.9,2418.15,4811.08,1436.29,19801.38,5042.26,11279.15,1606.77,63266.98
2022-06-29 21:00:00,91.65,92.79,89.25,90.23,533.47,108.0,28.85,344.22,25.04,10.91,16.45,16449.57,2290.71,4814.37,1365.62,18821.64,4898.02,10796.91,1548.62,60985.48
2022-06-29 22:00:00,91.25,93.25,87.98,89.18,0.15,0.0,0.0,0.05,0.1,0.0,0.0,15635.53,2107.54,4728.69,1261.78,17300.77,4673.94,9994.72,1437.83,57140.79
2022-06-29 23:00:00,90.46,93.14,87.49,88.96,0.1,0.0,0.0,0.0,0.1,0.0,0.0,14877.47,1948.82,4660.6,1159.24,15761.85,4211.25,9151.75,1328.22,53099.2
2022-06-30 00:00:00,88.88,92.33,85.63,87.61,0.1,0.0,0.0,0.0,0.1,0.0,0.0,14016.96,1716.49,4655.43,1070.06,14409.65,3886.87,8390.59,1239.18,49385.23
2022-06-30 01:00:00,88.35,91.07,84.42,87.26,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13381.23,1605.91,4609.59,1005.99,13414.8,3671.23,7803.35,1172.14,46664.25
2022-06-30 02:00:00,87.22,88.23,83.45,85.47,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12848.62,1529.93,4541.9,959.54,12707.48,3496.46,7396.07,1125.73,44605.72
2022-06-30 03:00:00,83.76,83.89,81.9,80.61,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12558.74,1477.54,4514.82,930.76,12290.37,3397.53,7120.75,1096.86,43387.36
2022-06-30 04:00:00,82.5,82.3,81.03,79.06,0.11,0.0,0.0,0.01,0.1,0.0,0.0,12462.89,1521.3,4489.25,914.26,12116.18,3346.67,6995.47,1074.65,42920.67
2022-06-30 05:00:00,81.14,79.87,79.34,78.51,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12664.65,1541.11,4481.05,925.37,12313.04,3387.74,7105.07,1077.22,43495.25
2022-06-30 06:00:00,80.59,78.46,78.97,77.95,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12868.24,1592.89,4454.59,943.03,12641.48,3515.75,7292.37,1099.44,44407.81
2022-06-30 07:00:00,79.85,77.18,78.43,77.92,47.16,3.73,2.18,0.61,30.72,0.54,9.38,13235.91,1665.71,4478.95,983.11,13286.75,3577.27,7556.27,1137.88,45921.85
2022-06-30 08:00:00,78.85,75.89,77.49,76.9,2073.94,447.86,92.42,657.12,556.71,133.92,185.91,13886.5,1811.54,4533.75,1058.95,14467.79,3832.31,8033.47,1217.92,48842.24
2022-06-30 09:00:00,77.08,74.45,76.93,73.84,6737.22,1374.04,280.49,2861.06,1379.67,399.01,442.95,14461.68,1997.1,4627.97,1156.02,15923.52,4235.48,8712.97,1316.63,52431.36
2022-06-30 10:00:00,75.84,71.72,75.49,70.73,8354.66,1700.55,356.98,3843.89,1331.02,574.85,547.37,14853.09,2180.92,4738.27,1272.89,17628.16,4622.99,9442.82,1420.02,56159.15
2022-06-30 11:00:00,75.63,71.56,75.3,70.59,8832.91,1773.14,372.14,4075.55,1418.81,603.1,590.17,15000.25,2326.89,4849.71,1388.49,19289.15,5012.91,10249.73,1523.63,59640.74
2022-06-30 12:00:00,75.5,71.25,75.08,70.33,8827.86,1758.57,373.37,4071.54,1428.13,604.02,592.23,14980.04,2484.33,4902.25,1494.13,20828.49,5354.06,11060.67,1638.71,62742.68
2022-06-30 13:00:00,77.73,74.46,76.52,71.96,8509.19,1493.5,362.92,3936.42,1542.46,606.32,567.57,14973.14,2604.21,4961.3,1594.13,22082.12,5643.39,11720.62,1726.87,65305.77
2022-06-30 14:00:00,80.12,79.36,78.15,75.26,8646.5,1619.96,363.04,3711.02,1890.3,535.16,527.02,15128.24,2672.51,5020.5,1670.67,22957.71,5843.56,12180.92,1808.08,67282.2
2022-06-30 15:00:00,85.92,86.64,79.89,84.97,8430.39,1572.35,366.4,3630.2,1844.66,524.28,492.5,15423.01,2693.9,5100.18,1734.22,23778.95,5980.83,12197.37,1872.69,68781.16
2022-06-30 16:00:00,87.55,90.03,81.04,87.39,8155.42,1535.49,367.69,3553.22,1729.69,495.81,473.52,15560.56,2686.7,5122.43,1767.41,24251.34,5995.41,12409.24,1886.35,69679.45
2022-06-30 17:00:00,89.85,92.99,81.88,89.67,8304.3,1556.33,365.0,3694.94,1707.4,491.44,489.19,15443.31,2646.26,5119.0,1760.37,24213.29,6011.94,12496.93,1887.89,69578.99
2022-06-30 18:00:00,91.08,94.35,82.07,90.71,7624.45,1580.35,355.84,3354.85,1428.17,443.14,462.1,15040.84,2596.45,5088.98,1723.43,23696.09,5783.37,12581.22,1871.84,68382.22
2022-06-30 19:00:00,92.37,95.71,82.54,91.83,6816.31,1413.63,310.17,2950.35,1361.29,408.16,372.71,14700.13,2508.72,5099.47,1663.61,22836.86,5558.05,12248.06,1814.17,66429.07
2022-06-30 20:00:00,93.42,96.57,81.88,92.74,3732.41,837.78,178.09,1833.7,523.09,187.83,171.92,14637.63,2390.82,5032.71,1577.23,21780.56,5390.48,11710.47,1733.34,64253.24
2022-06-30 21:00:00,93.9,97.93,81.8,94.81,558.4,115.05,26.15,370.56,25.04,9.04,12.56,14543.74,2317.35,5021.56,1508.41,21016.92,5195.67,11277.43,1676.34,62557.42
2022-06-30 22:00:00,93.65,97.2,82.61,94.98,29.63,0.0,0.0,29.6,0.03,0.0,0.0,14065.39,2139.18,4927.67,1402.1,19729.5,4975.04,10505.3,1570.21,59314.39
2022-06-30 23:00:00,93.5,96.94,82.12,94.84,13.63,0.0,0.0,13.55,0.08,0.0,0.0,13484.38,1968.96,4853.35,1301.52,18321.18,4614.97,9591.97,1458.99,55595.32
2022-07-01 00:00:00,92.4,96.18,81.3,94.28,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12946.09,1771.13,4750.83,1206.92,16904.62,4385.04,8765.53,1369.66,52099.83
2022-07-01 01:00:00,91.14,94.77,80.15,93.7,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12513.0,1656.85,4674.86,1139.04,15705.48,4155.6,8159.24,1297.53,49301.6
2022-07-01 02:00:00,89.58,91.9,79.26,92.5,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12263.18,1579.27,4611.78,1090.5,14773.07,3968.51,7675.67,1247.5,47209.48
2022-07-01 03:00:00,85.69,88.03,78.31,86.33,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12116.08,1522.65,4532.97,1054.12,14117.45,3902.15,7361.43,1198.93,45805.78
2022-07-01 04:00:00,84.23,86.57,77.99,85.05,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12234.67,1494.94,4508.57,1036.79,13862.32,3703.87,7212.45,1179.02,45232.64
2022-07-01 05:00:00,82.73,84.28,77.14,82.97,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12466.02,1524.9,4457.68,1030.03,13787.2,3702.64,7273.58,1170.09,45412.15
2022-07-01 06:00:00,82.18,82.39,76.55,82.07,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12632.9,1560.77,4433.33,1032.77,13826.59,3749.45,7437.25,1167.03,45840.08
2022-07-01 07:00:00,81.49,80.81,76.41,81.38,47.29,3.46,1.92,0.62,32.63,0.23,8.43,12831.41,1622.64,4439.05,1065.42,14175.25,3785.02,7654.96,1191.04,46764.8
2022-07-01 08:00:00,80.25,79.37,75.77,80.4,2120.53,429.85,85.18,642.85,649.36,119.76,193.53,13301.44,1739.15,4549.19,1148.48,15096.35,4004.16,8129.59,1272.49,49240.86
2022-07-01 09:00:00,79.25,77.82,75.62,77.45,6115.46,1285.74,269.26,2635.0,1054.47,428.94,442.05,13839.22,1857.84,4654.26,1248.84,16279.14,4407.44,8706.8,1369.16,52362.69
2022-07-01 10:00:00,77.86,75.43,75.37,75.53,7698.23,1685.43,350.34,3580.85,1024.55,558.88,498.18,14399.11,1984.2,4758.5,1348.32,17638.87,4878.52,9455.27,1470.5,55933.29
2022-07-01 11:00:00,77.99,75.53,75.35,75.24,8290.89,1764.56,353.26,3876.95,1123.53,582.1,590.49,14871.53,2119.69,4895.21,1460.41,19161.45,5161.52,10260.52,1589.78,59520.12
2022-07-01 12:00:00,77.82,75.5,75.12,74.81,8504.32,1747.39,368.97,4029.77,1144.4,624.75,589.04,15265.4,2234.46,4980.99,1555.89,20479.35,5480.71,11045.42,1696.96,62739.18
2022-07-01 13:00:00,78.86,77.35,75.28,75.95,8300.36,1657.55,368.16,3888.09,1210.83,618.45,557.28,15585.11,2351.01,5074.24,1644.31,21716.86,5737.78,11714.02,1779.35,65602.69
2022-07-01 14:00:00,81.43,80.1,76.02,79.29,8148.22,1452.47,358.17,3699.3,1484.09,603.88,550.31,15742.98,2433.72,5111.13,1704.87,22613.64,5974.01,12196.15,1849.44,67625.95
2022-07-01 15:00:00,86.63,85.44,77.38,87.05,8251.82,1399.98,356.75,3610.13,1762.08,575.08,547.8,15918.67,2503.42,5139.99,1756.4,23322.6,6174.74,12242.3,1897.88,68955.99
2022-07-01 16:00:00,88.58,88.1,78.15,89.5,8239.15,1476.11,323.91,3636.93,1674.84,583.32,544.04,16302.66,2540.94,5142.55,1788.71,23737.47,6175.9,12471.67,1930.19,70090.09
2022-07-01 17:00:00,91.65,91.56,78.71,92.58,7982.19,1508.33,352.25,3549.57,1576.36,481.15,514.53,16698.91,2507.09,5116.06,1778.98,23736.12,6105.28,12579.29,1927.86,70449.6
2022-07-01 18:00:00,92.82,93.08,79.71,93.53,7420.13,1399.37,346.52,3321.93,1411.39,420.59,520.33,16670.61,2440.64,5101.33,1741.9,23238.29,5736.95,12642.48,1897.1,69469.3
2022-07-01 19:00:00,94.0,94.41,80.38,94.63,6855.63,1410.98,303.13,3291.76,1081.93,382.32,385.51,16334.55,2341.15,5115.97,1681.17,22380.34,5480.4,12321.33,1834.41,67489.32
2022-07-01 20:00:00,95.0,95.69,80.96,95.91,4096.16,905.86,168.39,2162.14,506.03,149.92,203.82,15997.66,2245.92,5052.03,1592.17,21342.64,5244.76,11763.6,1750.41,64989.19
2022-07-01 21:00:00,96.0,96.04,82.53,97.23,584.47,117.83,23.41,388.82,30.42,7.47,16.52,15651.41,2176.32,5018.08,1516.09,20457.87,5158.94,11277.58,1687.65,62943.95
2022-07-01 22:00:00,95.16,96.07,83.39,96.95,0.1,0.0,0.0,0.0,0.1,0.0,0.0,15079.14,2055.45,4937.7,1416.81,19192.99,4874.03,10585.27,1582.66,59724.06
2022-07-01 23:00:00,94.27,96.12,83.64,96.11,0.1,0.0,0.0,0.0,0.1,0.0,0.0,14427.01,1907.23,4869.3,1318.21,17905.46,4606.99,9784.77,1489.16,56308.12
2022-07-02 00:00:00,93.99,95.03,83.82,95.98,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13744.9,1775.84,4768.92,1226.33,16522.18,4401.25,9130.19,1424.95,52994.57
2022-07-02 01:00:00,93.04,93.57,82.59,95.16,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13206.32,1672.65,4701.29,1145.99,15418.05,4188.17,8544.85,1361.09,50238.4
2022-07-02 02:00:00,90.88,91.14,81.2,93.81,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12810.03,1595.07,4635.81,1086.31,14556.05,3950.82,8058.03,1304.51,47996.61
2022-07-02 03:00:00,86.58,86.42,80.2,85.91,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12465.74,1538.09,4584.65,1041.4,13829.88,3947.34,7727.48,1253.81,46388.39
2022-07-02 04:00:00,85.01,85.19,79.55,84.46,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12343.63,1514.08,4554.0,1009.08,13359.87,3773.09,7522.82,1224.7,45301.27
2022-07-02 05:00:00,84.12,83.36,78.93,83.99,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12274.64,1502.59,4526.29,990.51,13138.58,3793.78,7441.99,1202.87,44871.24
2022-07-02 06:00:00,83.37,82.32,78.67,82.76,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12272.69,1497.41,4510.59,977.53,12943.82,3661.38,7476.28,1194.94,44534.62
2022-07-02 07:00:00,82.91,81.28,78.0,82.22,50.04,2.5,2.37,0.94,35.8,0.28,8.15,12554.49,1537.33,4502.87,1001.24,13308.19,3678.37,7549.89,1206.07,45338.45
2022-07-02 08:00:00,82.18,79.96,77.97,81.41,2180.8,386.94,83.23,687.03,746.26,107.84,169.5,13572.96,1663.48,4585.26,1080.21,14551.1,3967.46,7972.59,1290.32,48683.38
2022-07-02 09:00:00,80.28,78.47,77.74,78.26,6893.1,1317.98,246.01,2851.67,1729.1,322.46,425.88,14822.91,1786.98,4679.97,1182.95,16162.46,4425.29,8656.82,1389.93,53107.31
2022-07-02 10:00:00,79.35,76.57,77.31,75.5,8594.97,1676.12,339.86,3589.14,1973.99,476.76,539.1,15994.63,1904.5,4784.63,1301.86,17909.51,4831.16,9377.03,1501.23,57604.56
2022-07-02 11:00:00,79.49,76.34,77.54,75.09,9269.99,1764.9,362.23,4059.47,1930.11,581.99,571.29,16868.63,1999.24,4921.55,1418.87,19555.31,5144.83,10103.16,1615.59,61627.18
2022-07-02 12:00:00,79.45,76.39,77.84,74.68,8887.76,1770.2,364.19,4065.8,1563.66,601.64,522.27,17506.15,2122.77,5000.46,1527.63,20883.49,5370.78,10797.89,1724.8,64933.98
2022-07-02 13:00:00,80.23,78.45,79.22,76.46,8597.2,1589.5,362.09,3967.32,1622.26,609.03,447.0,17578.82,2218.25,5058.24,1616.15,21922.33,5537.56,11424.37,1785.21,67140.93
2022-07-02 14:00:00,82.19,81.84,80.98,79.38,8429.79,1449.46,340.99,3705.7,1875.06,594.16,464.42,17659.91,2272.4,5120.01,1674.67,22668.05,5677.91,11944.47,1826.84,68844.28
2022-07-02 15:00:00,87.55,88.16,84.83,87.66,7842.49,1412.1,326.88,3526.05,1622.32,546.09,409.05,17845.89,2321.92,5150.24,1715.36,23228.81,5811.05,12341.11,1863.04,70277.42
2022-07-02 16:00:00,89.38,90.48,86.13,89.49,7857.69,1348.69,345.26,3526.08,1755.0,406.21,476.45,18134.35,2375.04,5164.57,1748.4,23483.83,5903.3,12577.1,1891.64,71278.22
2022-07-02 17:00:00,91.78,92.93,87.52,91.95,7383.35,1242.32,256.85,3475.25,1631.39,289.11,488.43,18322.38,2418.56,5172.41,1758.68,23419.04,5770.84,12727.39,1882.3,71471.6
2022-07-02 18:00:00,93.19,94.58,87.96,92.97,7420.24,1344.82,248.02,3424.34,1592.5,307.0,503.56,18196.24,2390.39,5123.15,1736.33,22612.41,5753.12,12678.64,1846.12,70336.4
2022-07-02 19:00:00,93.85,95.56,88.47,93.08,6690.1,1424.32,115.78,3172.08,1313.48,212.52,451.92,17681.7,2273.31,5093.86,1676.02,21721.98,5505.85,12368.19,1780.61,68101.52
2022-07-02 20:00:00,94.49,96.87,89.01,94.14,3942.27,946.39,51.45,2216.58,449.04,94.1,184.71,17170.78,2189.26,5034.37,1595.94,20681.99,5183.63,11831.95,1694.46,65382.37
2022-07-02 21:00:00,94.83,97.58,88.7,95.33,596.58,124.0,7.28,427.63,19.81,3.56,14.3,16582.77,2141.51,4980.22,1525.38,19838.64,5125.31,11395.62,1620.85,63210.32
2022-07-02 22:00:00,93.42,97.34,89.26,93.91,0.26,0.0,0.0,0.21,0.05,0.0,0.0,15914.56,2035.84,4928.98,1437.5,18780.46,4813.63,10777.91,1528.4,60217.29
2022-07-02 23:00:00,92.95,96.91,88.34,94.27,0.1,0.0,0.0,0.0,0.1,0.0,0.0,15158.06,1910.55,4844.36,1333.92,17502.92,4587.39,10078.63,1430.15,56845.97
2022-07-03 00:00:00,92.24,95.52,88.23,93.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,14377.69,1802.58,4745.63,1235.8,16297.09,4412.24,9369.16,1333.43,53573.6
2022-07-03 01:00:00,91.46,93.61,87.04,92.24,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13785.51,1722.5,4680.99,1161.95,15325.59,4165.11,8783.23,1271.3,50896.19
2022-07-03 02:00:00,89.37,91.07,85.06,90.56,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13232.4,1642.11,4618.14,1109.97,14555.9,3960.06,8314.58,1228.86,48662.02
2022-07-03 03:00:00,85.1,86.67,83.48,82.43,0.09,0.0,0.0,0.0,0.09,0.0,0.0,12784.01,1592.13,4555.11,1066.43,14043.71,3792.31,7955.12,1191.15,46979.98
2022-07-03 04:00:00,83.8,85.45,82.6,81.16,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12471.74,1568.4,4491.39,1034.95,13653.05,3671.03,7700.08,1159.87,45750.51
2022-07-03 05:00:00,82.2,83.66,81.34,80.06,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12343.26,1552.37,4466.25,1021.63,13422.44,3610.33,7527.09,1141.3,45084.66
2022-07-03 06:00:00,81.6,82.65,80.97,79.26,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12137.93,1538.91,4449.32,1005.85,13301.46,3552.87,7403.46,1125.25,44515.04
2022-07-03 07:00:00,81.04,82.27,80.79,78.58,44.27,2.33,1.62,0.62,32.25,0.9,6.55,12400.56,1599.64,4462.19,1019.4,13669.5,3547.92,7473.44,1130.41,45303.06
2022-07-03 08:00:00,80.1,81.08,80.12,77.26,1973.03,357.07,76.63,608.94,652.8,102.03,175.56,13507.32,1752.88,4559.98,1099.42,14937.09,3812.84,7905.16,1201.06,48775.76
2022-07-03 09:00:00,79.33,79.92,79.58,76.01,6427.74,1266.19,240.22,2689.72,1524.48,284.31,422.82,14780.71,1929.35,4658.66,1209.43,16579.38,4177.31,8543.8,1287.36,53166.01
2022-07-03 10:00:00,78.27,78.39,78.0,72.69,8230.86,1542.89,345.21,3789.65,1790.34,225.67,537.1,15929.61,2065.55,4745.7,1320.61,18125.67,4518.73,9246.94,1379.51,57332.32
2022-07-03 11:00:00,78.34,78.15,77.89,72.44,8908.73,1523.68,364.33,4075.1,2030.48,324.87,590.27,17031.41,2256.18,4847.44,1438.53,19765.79,4850.22,9895.3,1475.64,61560.51
2022-07-03 12:00:00,78.07,77.97,77.81,72.24,9154.72,1546.17,366.47,4108.56,2100.02,508.69,524.81,17981.88,2412.85,4931.39,1543.24,21181.43,5137.28,10489.76,1565.14,65242.97
2022-07-03 13:00:00,79.04,79.58,80.18,73.63,9213.78,1625.81,362.73,4058.43,2139.76,542.49,484.56,18687.7,2536.24,5004.34,1605.74,22271.02,5372.56,11047.29,1635.9,68160.79
2022-07-03 14:00:00,80.58,82.55,82.78,76.12,8684.72,1442.46,320.41,3872.79,2004.43,534.54,510.09,19258.32,2644.78,5085.41,1567.94,23031.41,5524.9,11533.82,1696.87,70343.46
2022-07-03 15:00:00,85.59,88.52,87.25,82.69,8599.78,1540.62,328.33,3689.97,2127.5,527.3,386.06,19662.44,2726.97,5089.35,1563.21,23536.92,5632.18,11927.68,1732.25,71871.01
2022-07-03 16:00:00,87.59,91.18,88.74,84.3,8023.88,1170.54,269.41,3638.12,2036.42,513.5,395.89,19750.63,2762.47,5103.24,1551.25,23673.16,5642.88,12196.7,1743.63,72423.95
2022-07-03 17:00:00,89.43,93.68,90.39,86.48,7594.57,1139.02,122.19,3612.81,2069.02,371.44,280.09,19682.95,2775.21,5118.55,1521.18,23516.11,5625.35,12387.82,1747.0,72374.18
2022-07-03 18:00:00,90.5,95.65,91.31,87.71,6917.01,1058.44,223.56,3286.28,1698.89,299.33,350.51,19264.62,2750.66,5110.88,1466.49,22953.32,5509.28,12338.88,1720.9,71115.03
2022-07-03 19:00:00,91.51,96.64,92.08,88.84,5677.07,831.01,207.31,2879.64,1228.54,276.49,254.08,18454.84,2643.89,5062.41,1409.6,22048.59,5276.18,11991.73,1663.75,68551.0
2022-07-03 20:00:00,93.5,97.33,92.81,90.33,3287.59,469.74,159.29,1937.71,508.99,110.68,101.18,17622.44,2504.94,4974.09,1353.5,20798.03,5040.75,11455.54,1591.94,65341.22
2022-07-03 21:00:00,94.64,98.0,92.69,91.88,542.07,62.21,26.33,419.59,18.09,8.78,7.07,16987.84,2373.18,4931.69,1303.2,19767.92,4878.88,11042.52,1534.45,62819.67
2022-07-03 22:00:00,93.44,96.47,92.27,91.12,0.11,0.0,0.0,0.01,0.1,0.0,0.0,16158.97,2240.92,4862.66,1243.91,18561.82,4648.23,10402.22,1462.69,59581.42
2022-07-03 23:00:00,92.87,95.46,91.47,90.04,0.1,0.0,0.0,0.0,0.1,0.0,0.0,15287.27,2090.3,4789.2,1174.4,17439.8,4413.45,9700.57,1385.05,56280.04
2022-07-04 00:00:00,92.07,94.09,90.55,89.83,0.11,0.0,0.0,0.0,0.11,0.0,0.0,14366.12,1919.52,4741.55,1118.66,16374.54,4234.63,8986.0,1304.78,53045.8
2022-07-04 01:00:00,90.81,92.5,88.86,89.04,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13736.0,1798.8,4698.14,1062.73,15498.82,3974.54,8389.18,1246.71,50404.91
2022-07-04 02:00:00,88.92,89.77,86.41,87.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,13228.5,1732.28,4656.86,1022.78,14956.76,3780.4,7941.23,1205.09,48523.91
2022-07-04 03:00:00,85.73,86.53,84.13,81.44,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12910.4,1669.21,4639.54,992.26,14533.5,3667.72,7595.16,1174.38,47182.17
2022-07-04 04:00:00,84.19,85.16,82.76,80.06,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12742.01,1626.17,4647.32,975.07,14205.85,3608.36,7420.51,1158.16,46383.45
2022-07-04 05:00:00,82.49,82.93,81.47,79.49,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12656.59,1608.51,4644.55,974.92,13975.49,3617.44,7359.91,1153.86,45991.27
2022-07-04 06:00:00,81.6,82.43,80.48,79.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,12411.64,1568.56,4623.08,967.29,13707.36,3608.28,7315.77,1143.74,45345.73
2022-07-04 07:00:00,80.93,82.11,80.14,78.77,46.93,2.55,2.79,0.49,32.48,0.2,8.42,12647.71,1626.42,4609.19,987.36,13871.26,3632.95,7335.55,1148.18,45858.62
2022-07-04 08:00:00,80.04,81.18,79.6,77.75,2053.67,397.55,54.53,602.8,726.9,101.28,170.61,13658.28,1759.53,4700.24,1074.45,15025.43,3945.4,7733.67,1225.87,49122.88
2022-07-04 09:00:00,78.86,80.83,78.89,76.23,6499.82,1295.05,164.06,2640.19,1721.92,285.77,392.83,14933.92,1963.44,4796.45,1187.12,16614.96,4351.92,8374.11,1317.62,53539.55
2022-07-04 10:00:00,77.28,78.61,78.3,73.74,8526.27,1679.01,260.45,3707.04,2122.29,242.92,514.56,16247.8,2136.93,4896.55,1296.76,18127.3,4725.4,9095.13,1409.85,57935.73
2022-07-04 11:00:00,77.15,78.47,78.21,73.46,9199.75,1733.88,363.56,4034.53,2183.99,351.21,532.58,17445.46,2309.7,4983.27,1404.91,19679.34,5077.19,9816.55,1507.51,62223.95
2022-07-04 12:00:00,77.12,78.21,78.51,73.15,9266.28,1757.67,361.3,4072.05,2190.86,366.67,517.73,18381.68,2458.46,5061.85,1506.82,20969.3,5353.17,10484.21,1603.97,65819.45
2022-07-04 13:00:00,78.27,79.72,80.47,73.98,9251.35,1763.55,329.38,4047.62,2162.07,409.24,539.49,19066.98,2589.89,5162.99,1592.42,22107.52,5573.91,11084.25,1693.39,68871.35
