TIME,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
01/01/2023 20:00,"10,558.77","1,426.87","5,077.56",974.13,"11,688.32","3,584.27","6,805.68","1,092.15","41,207.75"
01/01/2023 21:00,"10,442.71","1,422.19","5,101.10",962.39,"11,515.47","3,532.78","6,665.98","1,081.08","40,723.69"
01/01/2023 22:00,"10,278.03","1,376.61","5,076.38",944.13,"11,191.26","3,470.78","6,526.73","1,077.57","39,941.49"
01/01/2023 23:00,"10,003.16","1,304.36","5,024.30",913.23,"10,781.28","3,364.15","6,306.33","1,051.23","38,748.04"
01/01/2023 24:00,"9,674.79","1,266.40","5,021.11",882.00,"10,221.15","3,109.52","6,030.02","1,034.67","37,239.67"
01/02/2023 01:00,"9,052.17","1,191.24","4,900.72",839.09,"9,514.97","3,090.37","6,021.25","1,096.90","35,706.70"
01/02/2023 02:00,"8,796.92","1,139.63","4,909.56",828.69,"9,174.93","2,977.65","5,804.77","1,083.48","34,715.64"
01/02/2023 03:00,"8,580.18","1,107.17","4,931.79",819.23,"8,980.38","2,865.37","5,693.42","1,067.09","34,044.65"
01/02/2023 04:00,"8,533.35","1,100.51","4,980.25",822.03,"8,927.45","2,709.25","5,614.00","1,065.96","33,752.80"
01/02/2023 05:00,"8,568.29","1,086.56","5,019.56",834.27,"9,045.69","2,688.97","5,656.92","1,061.63","33,961.89"
01/02/2023 06:00,"8,723.68","1,134.54","5,054.85",855.78,"9,312.85","2,754.15","5,783.28","1,077.31","34,696.42"
01/02/2023 07:00,"8,964.28","1,242.52","5,012.33",890.65,"9,715.02","2,984.64","6,032.99","1,101.32","35,943.73"
01/02/2023 08:00,"9,131.17","1,275.92","5,091.56",926.83,"10,138.79","3,065.71","6,272.08","1,142.76","37,044.83"
01/02/2023 09:00,"9,414.93","1,343.09","5,027.15",942.16,"10,585.63","3,123.84","6,459.38","1,153.90","38,050.09"
01/02/2023 10:00,"9,854.01","1,432.70","5,082.36",966.77,"11,195.48","3,363.42","6,661.59","1,161.23","39,717.57"
01/02/2023 11:00,"10,372.59","1,463.93","5,159.39",985.28,"11,717.22","3,490.45","6,814.60","1,153.70","41,157.15"
01/02/2023 12:00,"10,806.02","1,515.29","5,172.87",998.36,"12,155.88","3,634.96","6,980.81","1,150.88","42,415.07"
01/02/2023 13:00,"11,068.73","1,538.45","5,180.56","1,000.59","12,417.04","3,836.90","7,092.21","1,137.12","43,271.60"
01/02/2023 14:00,"11,234.29","1,536.57","5,144.03","1,003.79","12,517.95","4,073.39","7,150.03","1,120.50","43,780.55"
01/02/2023 15:00,"11,262.21","1,527.11","5,113.44","1,001.91","12,577.55","4,230.35","7,261.54","1,109.42","44,083.52"
01/02/2023 16:00,"11,366.09","1,527.75","5,074.98","1,005.56","12,624.46","4,258.14","7,425.02","1,104.98","44,386.97"
01/02/2023 17:00,"11,443.71","1,539.31","5,084.71","1,019.79","12,750.16","4,268.54","7,533.64","1,107.12","44,746.97"
01/02/2023 18:00,"11,772.57","1,573.51","5,113.85","1,045.85","13,185.59","4,184.68","7,646.53","1,133.46","45,656.03"
01/02/2023 19:00,"11,895.00","1,648.26","5,240.99","1,020.35","13,371.79","4,090.11","7,827.12","1,172.03","46,265.64"
01/02/2023 20:00,"11,738.24","1,596.25","5,220.41","1,046.06","13,116.93","4,021.51","7,663.15","1,166.07","45,568.61"
01/02/2023 21:00,"11,514.46","1,535.01","5,218.02","1,035.85","12,670.34","3,901.19","7,414.94","1,142.48","44,432.30"
01/02/2023 22:00,"11,222.13","1,475.21","5,193.82","1,002.56","12,137.00","3,771.92","7,159.12","1,119.73","43,081.48"
01/02/2023 23:00,"10,773.54","1,440.16","5,127.81",960.64,"11,355.87","3,607.81","6,789.86","1,079.64","41,135.34"
01/02/2023 24:00,"10,248.50","1,354.59","5,134.03",915.64,"10,443.25","3,268.93","6,376.40","1,045.55","38,786.89"
01/03/2023 01:00,"9,786.75","1,282.13","5,143.67",817.19,"9,632.98","3,014.81","6,077.81","1,020.80","36,776.14"
01/03/2023 02:00,"9,405.33","1,219.99","5,088.01",791.75,"9,134.69","2,885.59","5,742.78","1,011.30","35,279.44"
01/03/2023 03:00,"9,131.74","1,173.87","5,097.99",838.39,"8,900.73","2,782.07","5,571.32","1,007.42","34,503.53"
01/03/2023 04:00,"9,004.65","1,137.11","5,114.79",859.22,"8,880.42","2,665.75","5,509.86","1,011.24","34,183.05"
01/03/2023 05:00,"9,048.08","1,159.88","5,114.19",879.09,"9,053.37","2,669.25","5,593.50","1,034.53","34,551.89"
01/03/2023 06:00,"9,396.84","1,204.59","5,144.14",929.99,"9,641.14","2,739.62","5,825.74","1,083.77","35,965.81"
01/03/2023 07:00,"9,841.05","1,320.82","5,162.49","1,004.65","10,623.10","2,892.94","6,294.78","1,165.80","38,305.65"
01/03/2023 08:00,"10,038.46","1,353.97","5,175.52","1,061.04","11,365.16","2,980.03","6,591.31","1,216.29","39,781.79"
01/03/2023 09:00,"10,208.92","1,336.57","5,170.01","1,074.10","11,603.82","3,052.09","6,693.06","1,211.70","40,350.29"
01/03/2023 10:00,"10,456.76","1,350.93","5,145.01","1,069.99","11,613.24","3,053.55","6,653.63","1,198.56","40,541.66"
01/03/2023 11:00,"10,795.51","1,423.49","5,127.72","1,072.16","11,764.01","3,162.09","6,691.68","1,174.67","41,211.32"
01/03/2023 12:00,"11,121.31","1,433.03","5,136.85","1,051.47","11,897.12","3,326.56","6,703.01","1,158.77","41,828.12"
01/03/2023 13:00,"11,390.80","1,440.74","5,106.57","1,027.78","11,806.90","3,475.62","6,769.22","1,133.86","42,151.48"
01/03/2023 14:00,"11,697.92","1,415.78","5,116.51","1,027.59","11,744.87","3,638.57","6,874.31","1,114.76","42,630.31"
01/03/2023 15:00,"11,906.90","1,412.59","5,136.07","1,022.74","11,680.36","3,789.49","6,936.39","1,097.26","42,981.80"
01/03/2023 16:00,"11,923.05","1,423.19","5,167.90","1,016.45","11,592.01","3,876.26","7,041.55","1,097.63","43,138.04"
01/03/2023 17:00,"11,766.04","1,472.09","5,194.49","1,031.17","11,746.02","3,883.62","7,189.56","1,107.48","43,390.47"
01/03/2023 18:00,"11,444.00","1,494.00","5,019.17","1,066.48","12,068.55","3,741.48","7,326.36","1,125.36","43,285.39"
01/03/2023 19:00,"11,361.33","1,539.16","5,126.05","1,121.55","12,616.38","3,726.10","7,585.08","1,192.89","44,268.54"
01/03/2023 20:00,"11,069.37","1,540.02","5,112.28","1,131.47","12,620.10","3,621.70","7,479.22","1,218.57","43,792.72"
01/03/2023 21:00,"10,720.70","1,503.75","5,124.86","1,121.45","12,408.37","3,458.55","7,260.27","1,208.38","42,806.32"
01/03/2023 22:00,"10,222.61","1,430.52","5,192.59","1,091.19","11,942.96","3,287.78","6,972.37","1,179.48","41,319.51"
01/03/2023 23:00,"9,632.10","1,347.77","5,152.41","1,061.87","11,289.03","3,102.52","6,562.50","1,130.86","39,279.07"
01/03/2023 24:00,"9,018.17","1,275.74","5,159.78","1,031.85","10,672.14","2,886.18","6,146.36","1,090.72","37,280.94"
01/04/2023 01:00,"8,432.19","1,292.26","5,126.20","1,002.04","10,306.35","2,690.96","5,929.48","1,117.35","35,896.81"
01/04/2023 02:00,"8,215.23","1,266.32","5,140.16","1,000.56","10,145.21","2,545.35","5,766.61","1,109.54","35,188.96"
01/04/2023 03:00,"8,116.02","1,262.09","5,136.10","1,006.49","10,237.28","2,437.77","5,726.84","1,113.22","35,035.80"
01/04/2023 04:00,"8,084.42","1,277.29","5,117.73","1,022.10","10,407.18","2,502.50","5,724.84","1,110.63","35,246.70"
01/04/2023 05:00,"8,231.48","1,333.97","5,076.07","1,059.61","10,846.73","2,541.71","5,947.35","1,130.94","36,167.87"
01/04/2023 06:00,"8,742.65","1,422.32","5,151.46","1,129.36","11,959.00","2,663.51","6,304.84","1,188.10","38,561.23"
01/04/2023 07:00,"9,426.92","1,610.87","5,233.10","1,222.77","13,365.87","2,831.08","6,926.37","1,266.18","41,883.16"
01/04/2023 08:00,"9,799.85","1,703.04","5,347.65","1,279.95","14,344.82","2,911.44","7,273.71","1,313.13","43,973.60"
01/04/2023 09:00,"9,987.54","1,695.21","5,392.63","1,266.29","14,328.25","2,925.25","7,183.38","1,306.90","44,085.47"
01/04/2023 10:00,"10,192.12","1,656.19","5,320.98","1,228.87","13,872.83","2,998.82","6,938.60","1,288.80","43,497.23"
01/04/2023 11:00,"10,323.92","1,552.27","5,224.80","1,185.32","13,470.04","3,031.05","6,703.66","1,249.32","42,740.38"
01/04/2023 12:00,"10,453.19","1,539.40","5,184.38","1,138.73","13,040.64","3,085.72","6,530.28","1,210.32","42,182.66"
01/04/2023 13:00,"10,518.06","1,478.76","5,158.42","1,093.20","12,650.35","3,158.25","6,476.64","1,172.67","41,706.37"
01/04/2023 14:00,"10,701.48","1,442.85","5,176.69","1,056.91","12,343.42","3,240.01","6,495.67","1,155.53","41,612.56"
01/04/2023 15:00,"10,806.84","1,416.33","5,144.31","1,028.41","12,006.17","3,413.82","6,558.74","1,134.02","41,508.64"
01/04/2023 16:00,"10,945.46","1,434.17","5,171.79","1,020.26","11,941.34","3,537.22","6,653.95","1,133.90","41,838.09"
01/04/2023 17:00,"10,930.59","1,458.25","5,158.64","1,007.72","12,104.54","3,565.10","6,818.95","1,140.47","42,184.26"
01/04/2023 18:00,"10,811.77","1,515.15","5,031.29","1,001.23","12,608.27","3,491.54","7,020.52","1,163.24","42,643.01"
01/04/2023 19:00,"10,866.51","1,611.35","4,966.49","1,064.83","13,303.27","3,503.24","7,286.40","1,226.73","43,828.81"
01/04/2023 20:00,"10,662.44","1,641.48","5,080.87","1,079.07","13,443.33","3,438.60","7,213.92","1,239.42","43,799.13"
01/04/2023 21:00,"10,469.92","1,626.12","5,205.08","1,088.11","13,528.95","3,337.20","7,054.86","1,239.21","43,549.45"
01/04/2023 22:00,"10,151.90","1,616.26","5,286.80","1,104.21","13,316.40","3,239.04","6,837.13","1,227.88","42,779.62"
01/04/2023 23:00,"9,642.80","1,563.95","5,289.18","1,112.26","12,728.83","3,052.13","6,451.37","1,197.78","41,038.30"
01/04/2023 24:00,"9,206.38","1,511.21","5,290.75","1,023.00","12,300.61","2,889.05","6,122.55","1,169.04","39,512.60"
01/05/2023 01:00,"8,787.00","1,498.01","5,243.38","1,018.11","11,850.68","2,699.10","5,979.06","1,195.02","38,270.36"
01/05/2023 02:00,"8,644.82","1,500.39","5,290.81","1,030.37","11,824.55","2,593.16","5,916.94","1,198.34","37,999.39"
01/05/2023 03:00,"8,542.44","1,489.30","5,224.64","1,007.40","11,818.68","2,495.50","5,917.18","1,204.45","37,699.59"
01/05/2023 04:00,"8,553.97","1,525.85","5,093.43","1,024.42","11,942.24","2,513.03","5,988.84","1,211.15","37,852.93"
01/05/2023 05:00,"8,804.78","1,594.78","5,055.44","1,060.08","12,450.06","2,584.08","6,236.16","1,247.74","39,033.13"
01/05/2023 06:00,"9,388.83","1,719.93","5,079.68","1,138.42","13,506.10","2,750.51","6,718.81","1,315.74","41,618.02"
01/05/2023 07:00,"10,241.09","1,914.78","5,033.74","1,232.57","15,096.71","3,029.34","7,491.13","1,428.87","45,468.23"
01/05/2023 08:00,"10,628.61","1,935.34","5,055.68","1,289.14","15,923.27","3,161.99","7,900.23","1,485.27","47,379.54"
01/05/2023 09:00,"10,612.54","1,856.35","5,029.27","1,322.67","15,526.14","3,112.05","7,765.61","1,456.35","46,680.98"
01/05/2023 10:00,"10,577.21","1,776.59","5,115.59","1,256.84","14,616.62","3,079.50","7,348.99","1,386.52","45,157.86"
01/05/2023 11:00,"10,529.08","1,663.41","5,274.28","1,198.74","13,891.47","3,093.48","6,984.90","1,303.00","43,938.37"
01/05/2023 12:00,"10,463.84","1,583.44","5,243.37","1,141.91","13,188.98","3,129.18","6,674.09","1,234.35","42,659.16"
01/05/2023 13:00,"10,467.06","1,513.42","5,209.10","1,091.01","12,605.15","3,202.24","6,569.56","1,180.32","41,837.85"
01/05/2023 14:00,"10,521.38","1,460.85","5,163.47","1,056.25","12,176.62","3,332.06","6,529.44","1,135.42","41,375.51"
01/05/2023 15:00,"10,596.81","1,454.90","5,134.92",970.42,"11,858.42","3,506.75","6,526.32","1,108.30","41,156.83"
01/05/2023 16:00,"10,679.50","1,441.90","5,141.20",942.97,"11,725.60","3,623.84","6,598.43","1,102.04","41,255.48"
01/05/2023 17:00,"10,682.32","1,442.53","5,144.48",952.71,"11,853.13","3,657.28","6,744.93","1,093.88","41,571.26"
01/05/2023 18:00,"10,658.30","1,517.53","5,028.02",987.51,"12,408.76","3,603.50","6,942.76","1,119.90","42,266.28"
01/05/2023 19:00,"10,817.70","1,638.67","5,086.42","1,054.14","13,212.15","3,628.47","7,234.72","1,197.40","43,869.67"
01/05/2023 20:00,"10,611.85","1,654.94","4,948.83","1,071.95","13,338.70","3,537.91","7,225.49","1,212.89","43,602.57"
01/05/2023 21:00,"10,539.64","1,703.34","5,103.32","1,083.92","13,508.14","3,456.71","7,116.37","1,232.22","43,743.66"
01/05/2023 22:00,"10,301.44","1,697.42","5,140.46","1,078.97","13,462.64","3,357.45","6,909.87","1,223.91","43,172.15"
01/05/2023 23:00,"9,889.17","1,648.50","5,205.88","1,049.66","13,007.50","3,199.50","6,582.84","1,198.56","41,781.61"
01/05/2023 24:00,"9,423.81","1,603.48","5,268.65","1,018.78","12,492.22","3,006.86","6,224.56","1,169.12","40,207.48"
01/06/2023 01:00,"9,117.11","1,626.07","5,184.44",994.86,"12,093.35","2,817.93","6,056.54","1,107.83","38,998.13"
01/06/2023 02:00,"8,924.57","1,618.99","5,203.98",990.12,"11,955.09","2,686.46","5,960.49","1,113.39","38,453.09"
01/06/2023 03:00,"8,798.01","1,618.20","5,217.64",986.99,"11,885.78","2,647.02","5,953.62","1,119.12","38,226.37"
01/06/2023 04:00,"8,824.91","1,635.94","5,251.90",991.56,"12,068.60","2,626.81","5,997.25","1,136.72","38,533.68"
01/06/2023 05:00,"9,040.32","1,700.46","5,262.53","1,011.07","12,543.54","2,651.77","6,155.83","1,158.34","39,523.86"
01/06/2023 06:00,"9,532.12","1,779.65","5,269.23","1,058.39","13,439.62","2,734.76","6,508.17","1,208.76","41,530.70"
01/06/2023 07:00,"10,302.97","1,964.74","5,342.58","1,140.12","14,838.31","2,979.71","6,930.82","1,289.10","44,788.34"
01/06/2023 08:00,"10,662.11","2,019.64","5,385.16","1,182.94","15,503.58","3,078.88","7,165.40","1,323.06","46,320.78"
01/06/2023 09:00,"10,709.52","1,945.47","5,383.07","1,158.08","15,247.54","3,087.51","7,073.37","1,278.69","45,883.25"
01/06/2023 10:00,"10,678.84","1,830.09","5,316.30","1,114.94","14,647.27","3,090.74","6,997.43","1,235.74","44,911.34"
01/06/2023 11:00,"10,781.42","1,716.92","5,296.30","1,077.61","14,226.93","3,259.41","6,847.24","1,183.81","44,389.66"
01/06/2023 12:00,"10,899.00","1,572.09","5,284.27","1,036.83","13,898.70","3,388.58","6,753.22","1,143.08","43,975.75"
01/06/2023 13:00,"11,003.45","1,553.90","5,259.90","1,007.61","13,231.86","3,523.82","6,666.84","1,114.36","43,361.74"
01/06/2023 14:00,"11,255.29","1,512.80","5,326.39",982.92,"12,645.47","3,681.94","6,651.42","1,096.07","43,152.30"
01/06/2023 15:00,"11,425.95","1,504.20","5,309.16",953.81,"12,268.71","3,805.59","6,751.32","1,089.02","43,107.74"
01/06/2023 16:00,"11,478.48","1,510.93","5,328.51",966.07,"12,022.23","3,876.90","6,882.01","1,090.39","43,155.53"
01/06/2023 17:00,"11,308.34","1,503.79","5,275.92",951.79,"12,002.16","3,784.39","7,014.22","1,087.73","42,928.35"
01/06/2023 18:00,"11,064.34","1,515.79","4,913.45",937.73,"12,255.64","3,634.29","7,128.05","1,084.59","42,533.88"
01/06/2023 19:00,"11,123.01","1,568.27","5,095.08","1,007.45","12,610.99","3,640.86","7,141.15","1,122.02","43,308.84"
01/06/2023 20:00,"10,941.66","1,568.25","5,330.82",993.86,"12,421.54","3,564.34","6,969.92","1,128.14","42,918.54"
01/06/2023 21:00,"10,721.74","1,533.62","5,335.96",958.64,"12,167.15","3,467.02","6,800.94","1,110.18","42,095.26"
01/06/2023 22:00,"10,372.20","1,466.92","5,286.99","1,004.15","11,732.20","3,348.81","6,586.43","1,086.10","40,883.81"
01/06/2023 23:00,"10,002.00","1,405.75","5,192.19",986.59,"11,230.40","3,216.39","6,261.91","1,066.08","39,361.31"
01/06/2023 24:00,"9,544.84","1,312.49","5,106.84",947.60,"10,594.12","3,054.02","5,907.61","1,024.37","37,491.88"
01/07/2023 01:00,"9,194.92","1,287.59","5,115.49",924.11,"10,081.20","2,911.84","5,360.23",989.03,"35,864.40"
01/07/2023 02:00,"8,875.49","1,222.69","5,067.87",911.01,"9,644.05","2,769.89","5,213.26",964.23,"34,668.49"
01/07/2023 03:00,"8,597.83","1,213.98","5,041.93",898.52,"9,373.44","2,674.28","5,087.14",948.66,"33,835.78"
01/07/2023 04:00,"8,523.72","1,201.49","5,176.53",904.26,"9,338.94","2,667.12","5,018.31",961.34,"33,791.72"
01/07/2023 05:00,"8,479.49","1,208.70","5,248.06",919.79,"9,344.86","2,700.96","4,967.84",968.50,"33,838.20"
01/07/2023 06:00,"8,613.87","1,214.13","5,249.18",958.05,"9,692.29","2,749.17","5,050.17",990.57,"34,517.42"
01/07/2023 07:00,"8,824.09","1,266.37","5,349.15",996.12,"10,166.60","2,801.93","5,232.50","1,019.64","35,656.40"
01/07/2023 08:00,"8,962.40","1,298.70","5,159.91","1,036.40","10,653.98","2,831.58","5,481.70","1,050.25","36,474.92"
01/07/2023 09:00,"9,281.08","1,391.31","5,125.85","1,070.63","11,223.19","2,856.73","5,766.76","1,072.41","37,787.96"
01/07/2023 10:00,"9,767.12","1,434.47","5,332.89","1,084.09","11,686.78","3,049.14","6,075.08","1,101.70","39,531.27"
01/07/2023 11:00,"10,199.19","1,419.89","5,313.40","1,080.36","11,754.07","3,346.19","6,312.28","1,102.94","40,528.32"
01/07/2023 12:00,"10,625.25","1,413.60","5,289.34","1,062.53","11,681.44","3,538.87","6,431.79","1,086.96","41,129.77"
01/07/2023 13:00,"10,941.53","1,419.61","5,244.87","1,036.79","11,538.15","3,674.71","6,486.87","1,067.72","41,410.24"
01/07/2023 14:00,"11,134.38","1,405.46","5,180.98","1,011.50","11,282.93","3,776.94","6,500.78","1,049.26","41,342.23"
01/07/2023 15:00,"11,300.60","1,392.91","5,177.13",998.03,"11,119.52","3,873.65","6,560.05","1,039.96","41,461.83"
01/07/2023 16:00,"11,345.75","1,385.54","5,195.22",991.34,"11,087.11","3,969.84","6,548.92","1,037.27","41,560.99"
01/07/2023 17:00,"11,333.32","1,395.97","5,037.15",978.06,"11,306.63","3,939.30","6,595.16","1,047.44","41,633.03"
01/07/2023 18:00,"11,260.07","1,454.96","4,919.09",972.09,"11,853.21","3,820.97","6,706.84","1,074.87","42,062.08"
01/07/2023 19:00,"11,358.69","1,506.25","4,976.70","1,052.83","12,266.65","3,756.40","6,856.63","1,126.46","42,900.62"
01/07/2023 20:00,"11,116.58","1,477.76","5,012.93","1,094.62","12,241.28","3,591.09","6,724.10","1,128.00","42,386.36"
01/07/2023 21:00,"10,861.75","1,451.87","4,997.81","1,056.20","12,135.54","3,468.70","6,528.43","1,126.27","41,626.56"
01/07/2023 22:00,"10,562.63","1,402.59","5,002.74","1,068.50","11,897.89","3,348.63","6,260.89","1,109.07","40,652.93"
01/07/2023 23:00,"10,230.49","1,354.38","5,002.42","1,058.93","11,613.15","3,228.58","5,983.22","1,079.84","39,551.01"
01/07/2023 24:00,"9,769.21","1,275.16","5,017.04","1,036.31","11,242.09","3,103.48","5,651.21","1,061.32","38,155.83"
01/08/2023 01:00,"9,110.35","1,258.10","4,914.11","1,019.03","11,042.69","3,046.31","5,337.88","1,060.97","36,789.43"
01/08/2023 02:00,"8,753.04","1,214.35","4,908.32","1,010.51","10,867.62","2,867.35","5,122.66","1,053.31","35,797.17"
01/08/2023 03:00,"8,430.89","1,212.96","4,905.58","1,007.15","10,710.62","2,754.78","5,010.22","1,051.84","35,084.04"
01/08/2023 04:00,"8,193.44","1,214.28","4,920.27","1,014.68","10,769.73","2,705.96","4,941.80","1,056.71","34,816.89"
01/08/2023 05:00,"8,132.89","1,248.60","4,954.57","1,047.44","11,026.59","2,600.57","4,963.29","1,070.53","35,044.48"
01/08/2023 06:00,"8,117.19","1,298.30","4,981.68","1,090.78","11,413.39","2,599.65","5,053.82","1,102.87","35,657.68"
01/08/2023 07:00,"8,259.41","1,375.52","4,908.58","1,136.62","12,049.41","2,614.84","5,307.24","1,161.55","36,813.17"
01/08/2023 08:00,"8,405.70","1,458.36","4,926.27","1,178.84","12,810.71","2,658.03","5,618.88","1,227.98","38,284.76"
01/08/2023 09:00,"8,627.50","1,503.25","4,923.16","1,130.73","13,194.58","2,784.44","5,917.36","1,245.64","39,326.66"
01/08/2023 10:00,"8,975.84","1,464.49","5,203.38","1,160.96","13,040.03","2,845.11","5,990.60","1,229.26","39,909.67"
01/08/2023 11:00,"9,232.26","1,440.33","5,269.41","1,074.96","12,601.85","3,014.18","5,984.24","1,181.53","39,798.76"
01/08/2023 12:00,"9,410.24","1,421.24","5,233.37",983.41,"12,124.15","3,106.41","5,917.77","1,137.62","39,334.20"
01/08/2023 13:00,"9,564.94","1,387.85","5,166.14","1,007.21","11,749.39","3,081.60","5,892.22","1,105.18","38,954.53"
01/08/2023 14:00,"9,758.21","1,374.54","5,045.19",911.96,"11,492.87","3,169.82","5,888.68","1,079.57","38,720.84"
01/08/2023 15:00,"9,864.74","1,340.05","5,157.55",884.31,"11,196.74","3,243.37","5,926.10","1,056.90","38,669.75"
01/08/2023 16:00,"9,981.71","1,342.71","5,158.61",944.50,"11,154.62","3,285.29","6,033.12","1,039.97","38,940.52"
01/08/2023 17:00,"9,991.59","1,374.79","4,917.44",911.74,"11,209.42","3,385.65","6,201.97","1,033.27","39,025.88"
01/08/2023 18:00,"10,144.56","1,450.34","4,805.51",927.99,"11,854.03","3,388.07","6,440.89","1,065.47","40,076.86"
01/08/2023 19:00,"10,407.36","1,540.50","4,863.67","1,045.48","12,579.92","3,493.30","6,791.43","1,131.93","41,853.59"
01/08/2023 20:00,"10,352.51","1,543.41","4,932.51","1,086.09","12,857.91","3,483.41","6,814.54","1,157.55","42,227.92"
01/08/2023 21:00,"10,198.67","1,513.61","5,105.94","1,091.55","12,957.25","3,446.17","6,708.95","1,159.15","42,181.29"
01/08/2023 22:00,"9,971.52","1,538.76","5,143.86","1,083.45","12,893.97","3,357.45","6,512.73","1,150.83","41,652.56"
01/08/2023 23:00,"9,575.87","1,496.78","5,182.96","1,054.99","12,506.59","3,143.86","6,174.15","1,117.83","40,253.04"
01/08/2023 24:00,"9,071.62","1,439.72","5,178.92","1,026.46","11,996.91","2,997.78","5,814.80","1,086.07","38,612.28"
01/09/2023 01:00,"8,938.74","1,394.38","5,090.26",997.87,"11,350.65","2,745.32","5,899.34","1,083.59","37,500.12"
01/09/2023 02:00,"8,771.59","1,389.51","5,111.02","1,000.26","11,319.15","2,647.28","5,777.75","1,081.26","37,097.83"
01/09/2023 03:00,"8,730.39","1,415.92","5,137.23","1,010.06","11,436.83","2,496.93","5,773.03","1,092.38","37,092.78"
01/09/2023 04:00,"8,800.82","1,438.47","5,156.98","1,030.76","11,726.15","2,553.64","5,837.59","1,108.83","37,653.23"
01/09/2023 05:00,"9,056.16","1,505.10","5,150.86","1,057.28","12,294.36","2,647.73","6,033.67","1,140.80","38,885.97"
01/09/2023 06:00,"9,619.13","1,634.28","5,201.66","1,119.01","13,346.85","2,774.12","6,496.19","1,208.26","41,399.49"
01/09/2023 07:00,"10,413.57","1,827.09","5,295.54","1,217.40","14,878.69","3,039.51","7,266.28","1,312.14","45,250.22"
01/09/2023 08:00,"10,715.79","1,861.16","5,339.80","1,257.07","15,667.98","3,175.22","7,660.37","1,352.48","47,029.85"
01/09/2023 09:00,"10,801.48","1,841.61","5,318.57","1,167.48","15,267.63","3,144.08","7,561.73","1,306.40","46,408.98"
01/09/2023 10:00,"10,838.23","1,761.55","5,314.37","1,108.38","14,344.51","3,188.13","7,252.93","1,247.63","45,055.73"
01/09/2023 11:00,"10,788.16","1,645.89","5,278.49","1,051.75","13,486.67","3,271.45","6,903.75","1,173.84","43,599.99"
01/09/2023 12:00,"10,795.59","1,551.43","5,256.72","1,002.92","12,843.92","3,174.60","6,669.04","1,122.37","42,416.59"
01/09/2023 13:00,"10,705.77","1,492.07","5,217.85",976.22,"12,255.35","3,245.62","6,558.60","1,084.16","41,535.63"
01/09/2023 14:00,"10,621.60","1,441.19","5,117.86",929.73,"11,806.69","3,423.70","6,575.80","1,065.06","40,981.62"
01/09/2023 15:00,"10,708.15","1,414.57","5,110.79",912.56,"11,580.33","3,449.16","6,622.52","1,066.12","40,864.20"
01/09/2023 16:00,"10,773.06","1,413.42","5,123.14",902.82,"11,391.39","3,465.98","6,726.45","1,069.67","40,865.94"
